time,value
2025-06-19T16:54:19.088246044Z,190
2025-06-19T16:54:20.218142778Z,189
2025-06-19T16:54:22.466652305Z,175
2025-06-19T16:54:23.599624525Z,189
2025-06-19T16:54:25.855583135Z,175
2025-06-19T16:54:26.986112781Z,189
2025-06-19T16:54:29.235820452Z,175
2025-06-19T16:54:30.367642758Z,189
2025-06-19T16:54:32.619210571Z,175
2025-06-19T16:54:33.751904742Z,190
2025-06-19T16:54:34.881934329Z,189
2025-06-19T16:54:37.134899002Z,175
2025-06-19T16:54:38.267371028Z,190
2025-06-19T16:54:40.515390977Z,175
2025-06-19T16:54:41.65134597Z,189
2025-06-19T16:54:42.7818361Z,190
2025-06-19T16:54:43.91600797Z,189
2025-06-19T16:54:46.170014089Z,175
2025-06-19T16:54:47.307866688Z,190
2025-06-19T16:54:48.439651611Z,189
2025-06-19T16:54:50.689652738Z,176
2025-06-19T16:54:51.82004368Z,190
2025-06-19T16:54:52.954481634Z,189
2025-06-19T16:54:55.208998578Z,179
2025-06-19T16:54:56.333423719Z,189
2025-06-19T16:54:58.584212216Z,175
2025-06-19T16:54:59.716187226Z,189
2025-06-19T16:55:01.964975145Z,175
2025-06-19T16:55:03.098666028Z,189
2025-06-19T16:55:05.346306093Z,179
2025-06-19T16:55:06.478319705Z,189
2025-06-19T16:55:08.726168232Z,185
2025-06-19T16:55:09.858680009Z,189
2025-06-19T16:55:12.105616508Z,179
2025-06-19T16:55:13.238566316Z,189
2025-06-19T16:55:15.523468838Z,176
2025-06-19T16:55:16.637206902Z,219
2025-06-19T16:55:17.765006941Z,189
2025-06-19T16:55:20.013564255Z,175
2025-06-19T16:55:21.153936517Z,190
2025-06-19T16:55:22.276899882Z,189
2025-06-19T16:55:24.525283629Z,176
2025-06-19T16:55:25.678863495Z,190
2025-06-19T16:55:26.789492402Z,189
2025-06-19T16:55:29.040995938Z,176
2025-06-19T16:55:30.183779487Z,189
2025-06-19T16:55:31.309637455Z,190
2025-06-19T16:55:32.445193654Z,189
2025-06-19T16:55:34.690314973Z,175
2025-06-19T16:55:35.823385459Z,189
2025-06-19T16:55:38.070522231Z,175
2025-06-19T16:55:39.205022747Z,189
2025-06-19T16:55:41.451674197Z,175
2025-06-19T16:55:42.58441029Z,189
2025-06-19T16:55:44.835052124Z,175
2025-06-19T16:55:45.968544469Z,189
2025-06-19T16:55:48.233345795Z,188
2025-06-19T16:55:49.356703486Z,189
2025-06-19T16:55:51.601789156Z,175
2025-06-19T16:55:52.752648294Z,189
2025-06-19T16:55:54.984855197Z,174
2025-06-19T16:55:56.12458104Z,189
2025-06-19T16:55:57.249896536Z,188
2025-06-19T16:55:59.498266783Z,175
2025-06-19T16:56:00.63454974Z,188
2025-06-19T16:56:01.767706931Z,189
2025-06-19T16:56:02.901031819Z,190
2025-06-19T16:56:04.039936118Z,189
2025-06-19T16:56:06.281591507Z,175
2025-06-19T16:56:07.41869303Z,189
2025-06-19T16:56:09.669550707Z,178
2025-06-19T16:56:10.797512021Z,189
2025-06-19T16:56:11.932377334Z,188
2025-06-19T16:56:14.180107938Z,175
2025-06-19T16:56:15.315775463Z,189
2025-06-19T16:56:17.600712441Z,174
2025-06-19T16:56:18.705145031Z,188
2025-06-19T16:56:19.83906842Z,189
2025-06-19T16:56:22.087086665Z,174
2025-06-19T16:56:23.222932493Z,189
2025-06-19T16:56:25.469736721Z,175
2025-06-19T16:56:26.621293665Z,189
2025-06-19T16:56:27.736021215Z,209
2025-06-19T16:56:28.870221123Z,189
2025-06-19T16:56:31.113879939Z,175
2025-06-19T16:56:32.250188036Z,188
2025-06-19T16:56:33.380401247Z,189
2025-06-19T16:56:35.632379726Z,175
2025-06-19T16:56:36.759924249Z,189
2025-06-19T16:56:39.013073097Z,175
2025-06-19T16:56:40.147532342Z,189
2025-06-19T16:56:42.393472751Z,175
2025-06-19T16:56:43.531376117Z,190
2025-06-19T16:56:44.662269015Z,189
2025-06-19T16:56:46.912860215Z,175
2025-06-19T16:56:48.104135065Z,189
2025-06-19T16:56:50.297932774Z,175
2025-06-19T16:56:51.430445588Z,188
2025-06-19T16:56:53.68093616Z,179
2025-06-19T16:56:54.815154361Z,188
2025-06-19T16:56:55.951574382Z,189
2025-06-19T16:56:58.197820658Z,178
2025-06-19T16:56:59.336632269Z,189
2025-06-19T16:57:00.471457908Z,191
2025-06-19T16:57:01.60334187Z,189
2025-06-19T16:57:03.846622318Z,175
2025-06-19T16:57:04.977079501Z,189
2025-06-19T16:57:06.140124444Z,188
2025-06-19T16:57:07.242758169Z,190
2025-06-19T16:57:08.377075233Z,189
2025-06-19T16:57:10.628343248Z,175
2025-06-19T16:57:11.758737701Z,189
2025-06-19T16:57:14.008227296Z,175
2025-06-19T16:57:15.149500376Z,189
2025-06-19T16:57:16.276049222Z,192
2025-06-19T16:57:17.448422199Z,189
2025-06-19T16:57:20.78350156Z,175
2025-06-19T16:57:21.913137365Z,189
2025-06-19T16:57:24.164420163Z,175
2025-06-19T16:57:25.295550591Z,190
2025-06-19T16:57:26.430572344Z,189
2025-06-19T16:57:28.685548299Z,175
2025-06-19T16:57:29.81977603Z,190
2025-06-19T16:57:30.946970028Z,189
2025-06-19T16:57:32.081935394Z,190
2025-06-19T16:57:33.213127262Z,189
2025-06-19T16:57:35.460998685Z,180
2025-06-19T16:57:36.595254249Z,190
2025-06-19T16:57:37.726175321Z,189
2025-06-19T16:57:39.977874635Z,185
2025-06-19T16:57:41.117597476Z,190
2025-06-19T16:57:42.242436265Z,191
2025-06-19T16:57:43.375254904Z,190
2025-06-19T16:57:45.627417072Z,178
2025-06-19T16:57:46.753772136Z,190
2025-06-19T16:57:49.007569218Z,176
2025-06-19T16:57:50.149036116Z,190
2025-06-19T16:57:52.39805852Z,176
2025-06-19T16:57:53.532272963Z,189
2025-06-19T16:57:55.78615757Z,176
2025-06-19T16:57:56.917836078Z,191
2025-06-19T16:57:58.045751683Z,190
2025-06-19T16:58:00.299798953Z,176
2025-06-19T16:58:01.432262921Z,189
2025-06-19T16:58:02.579498931Z,190
2025-06-19T16:58:04.811945827Z,176
2025-06-19T16:58:05.949823214Z,190
2025-06-19T16:58:07.080559215Z,189
2025-06-19T16:58:09.3303172Z,174
2025-06-19T16:58:10.465919215Z,189
2025-06-19T16:58:12.713702497Z,175
2025-06-19T16:58:13.842360865Z,189
2025-06-19T16:58:16.0929618Z,175
2025-06-19T16:58:17.223735866Z,189
2025-06-19T16:58:19.51407462Z,175
2025-06-19T16:58:20.615027074Z,189
2025-06-19T16:58:22.868270043Z,175
2025-06-19T16:58:23.995901252Z,189
2025-06-19T16:58:26.245426446Z,175
2025-06-19T16:58:27.37907532Z,189
2025-06-19T16:58:29.625919621Z,176
2025-06-19T16:58:30.799685303Z,189
2025-06-19T16:58:31.890132407Z,191
2025-06-19T16:58:33.030374107Z,189
2025-06-19T16:58:35.283203475Z,174
2025-06-19T16:58:36.408684787Z,190
2025-06-19T16:58:37.538604077Z,188
2025-06-19T16:58:39.795053969Z,174
2025-06-19T16:58:40.923043232Z,189
2025-06-19T16:58:43.171216814Z,178
2025-06-19T16:58:44.305385092Z,189
2025-06-19T16:58:46.556921209Z,175
2025-06-19T16:58:47.684607919Z,188
2025-06-19T16:58:48.817559932Z,189
2025-06-19T16:58:49.989553443Z,188
2025-06-19T16:58:52.235300119Z,174
2025-06-19T16:58:53.344470721Z,189
2025-06-19T16:58:54.477229231Z,188
2025-06-19T16:58:56.732523683Z,174
2025-06-19T16:58:57.858085992Z,189
2025-06-19T16:58:58.996154211Z,188
2025-06-19T16:59:01.24059199Z,174
2025-06-19T16:59:02.374016091Z,188
2025-06-19T16:59:04.620251966Z,174
2025-06-19T16:59:05.755674246Z,188
2025-06-19T16:59:08.002107652Z,174
2025-06-19T16:59:09.133580474Z,188
2025-06-19T16:59:11.384750321Z,174
2025-06-19T16:59:12.518280969Z,188
2025-06-19T16:59:14.770717539Z,174
2025-06-19T16:59:15.901724968Z,188
2025-06-19T16:59:18.155771434Z,174
2025-06-19T16:59:19.280011186Z,188
2025-06-19T16:59:22.655673902Z,173
2025-06-19T16:59:23.790127807Z,188
2025-06-19T16:59:26.037078332Z,173
2025-06-19T16:59:27.171247234Z,188
2025-06-19T16:59:29.416559627Z,173
2025-06-19T16:59:30.549983589Z,188
2025-06-19T16:59:32.79926587Z,173
2025-06-19T16:59:33.93187907Z,188
2025-06-19T16:59:36.180033159Z,173
2025-06-19T16:59:37.314254704Z,187
2025-06-19T16:59:39.566541251Z,173
2025-06-19T16:59:40.696204332Z,188
2025-06-19T16:59:41.831512339Z,187
2025-06-19T16:59:42.968819942Z,188
2025-06-19T16:59:44.09975702Z,187
2025-06-19T16:59:46.350949016Z,173
2025-06-19T16:59:47.47875306Z,187
2025-06-19T16:59:49.735491746Z,177
2025-06-19T16:59:50.900287637Z,188
2025-06-19T16:59:52.005816672Z,187
2025-06-19T16:59:54.258514136Z,173
2025-06-19T16:59:55.386583737Z,187
2025-06-19T16:59:57.63876374Z,173
2025-06-19T16:59:58.776095514Z,187
2025-06-19T17:00:01.019031486Z,173
2025-06-19T17:00:02.152294542Z,187
2025-06-19T17:00:04.402305704Z,173
2025-06-19T17:00:05.613347881Z,187
2025-06-19T17:00:07.867003307Z,173
2025-06-19T17:00:08.991478248Z,187
2025-06-19T17:00:11.237433906Z,173
2025-06-19T17:00:12.35038764Z,187
2025-06-19T17:00:14.612567814Z,173
2025-06-19T17:00:15.778596385Z,187
2025-06-19T17:00:16.851487647Z,188
2025-06-19T17:00:18.029200666Z,187
2025-06-19T17:00:20.279335878Z,172
2025-06-19T17:00:21.400071887Z,187
2025-06-19T17:00:23.654509509Z,173
2025-06-19T17:00:24.784987221Z,187
2025-06-19T17:00:27.035211047Z,172
2025-06-19T17:00:28.166485116Z,187
2025-06-19T17:00:30.423662455Z,173
2025-06-19T17:00:31.555814536Z,187
2025-06-19T17:00:33.790209411Z,175
2025-06-19T17:00:34.926500288Z,187
2025-06-19T17:00:37.16836398Z,173
2025-06-19T17:00:38.249338785Z,187
2025-06-19T17:00:40.582045921Z,176
2025-06-19T17:00:41.71083962Z,187
2025-06-19T17:00:43.949233154Z,177
2025-06-19T17:00:45.08104726Z,187
2025-06-19T17:00:47.262573111Z,177
2025-06-19T17:00:48.45870065Z,187
2025-06-19T17:00:50.719351478Z,173
2025-06-19T17:00:51.840129347Z,188
2025-06-19T17:00:52.975696424Z,187
2025-06-19T17:00:55.239261514Z,173
2025-06-19T17:00:56.367030008Z,187
2025-06-19T17:00:58.618766746Z,173
2025-06-19T17:00:59.685920153Z,187
2025-06-19T17:01:01.934269906Z,173
2025-06-19T17:01:03.135921001Z,188
2025-06-19T17:01:04.341985092Z,187
2025-06-19T17:01:05.333338909Z,188
2025-06-19T17:01:06.53599167Z,187
2025-06-19T17:01:08.777003533Z,173
2025-06-19T17:01:09.937938587Z,187
2025-06-19T17:01:11.045141303Z,188
2025-06-19T17:01:12.169672059Z,187
2025-06-19T17:01:14.441574785Z,173
2025-06-19T17:01:15.550881769Z,187
2025-06-19T17:01:17.824093092Z,172
2025-06-19T17:01:18.951424483Z,187
2025-06-19T17:01:21.195090215Z,173
2025-06-19T17:01:22.324636443Z,187
2025-06-19T17:01:24.587054026Z,173
2025-06-19T17:01:25.708207115Z,187
2025-06-19T17:01:27.981539058Z,172
2025-06-19T17:01:29.082827914Z,190
2025-06-19T17:01:30.285735843Z,187
2025-06-19T17:01:32.497602784Z,174
2025-06-19T17:01:33.632900339Z,187
2025-06-19T17:01:35.856285665Z,176
2025-06-19T17:01:37.005460316Z,187
2025-06-19T17:01:39.259207188Z,172
2025-06-19T17:01:40.375513902Z,187
2025-06-19T17:01:42.618071414Z,176
2025-06-19T17:01:43.775091114Z,187
2025-06-19T17:01:45.938266796Z,172
2025-06-19T17:01:47.146464481Z,187
2025-06-19T17:01:49.390825129Z,172
2025-06-19T17:01:50.528124503Z,187
2025-06-19T17:01:52.735056052Z,176
2025-06-19T17:01:53.9300178Z,187
2025-06-19T17:01:56.175474411Z,172
2025-06-19T17:01:57.290822667Z,187
2025-06-19T17:01:58.439373931Z,186
2025-06-19T17:01:59.498381288Z,187
2025-06-19T17:02:02.952667096Z,173
2025-06-19T17:02:04.052488522Z,187
2025-06-19T17:02:06.316196141Z,173
2025-06-19T17:02:07.465067617Z,187
2025-06-19T17:02:09.69717769Z,173
2025-06-19T17:02:10.821477757Z,187
2025-06-19T17:02:13.100995538Z,173
2025-06-19T17:02:14.226295655Z,187
2025-06-19T17:02:16.469839544Z,172
2025-06-19T17:02:17.530652533Z,187
2025-06-19T17:02:19.857839952Z,172
2025-06-19T17:02:20.968146605Z,187
2025-06-19T17:02:23.228514103Z,172
2025-06-19T17:02:24.384089819Z,187
2025-06-19T17:03:16.420570205Z,175
2025-06-19T17:03:19.898895175Z,174
2025-06-19T17:03:23.37482285Z,175
2025-06-19T17:03:37.230841093Z,176
2025-06-19T17:03:47.633639934Z,175
2025-06-19T17:03:51.116302565Z,176
2025-06-19T17:04:04.971762364Z,177
2025-06-19T17:04:08.442458928Z,178
2025-06-19T17:04:11.922907601Z,179
2025-06-19T17:04:18.864465768Z,178
2025-06-19T17:04:22.338988747Z,180
2025-06-19T17:06:32.938442537Z,211
2025-06-19T17:06:37.93448718Z,210
2025-06-19T17:06:53.030288045Z,209
2025-06-19T17:07:03.149063453Z,213
2025-06-19T17:07:46.242439668Z,205
2025-06-19T17:07:51.593936886Z,204
2025-06-19T17:07:54.290552062Z,206
2025-06-19T17:07:56.983843758Z,208
2025-06-19T17:07:59.679474496Z,204
2025-06-19T17:08:05.171532152Z,203
2025-06-19T17:08:07.748571492Z,206
2025-06-19T17:08:10.444108484Z,201
2025-06-19T17:08:15.818813567Z,202
2025-06-19T17:08:21.204947892Z,203
2025-06-19T17:08:28.3219325Z,201
2025-06-19T17:08:33.877466766Z,199
2025-06-19T17:08:34.649496134Z,212
2025-06-19T17:08:37.347018142Z,200
2025-06-19T17:08:42.718717347Z,196
2025-06-19T17:08:45.414360777Z,198
2025-06-19T17:08:48.109671767Z,197
2025-06-19T17:08:58.858771012Z,195
2025-06-19T17:09:01.555420592Z,196
2025-06-19T17:09:04.248203273Z,197
2025-06-19T17:09:54.969204583Z,190
2025-06-19T17:09:58.445303328Z,192
2025-06-19T17:10:08.846044562Z,191
2025-06-19T17:10:19.240021456Z,190
2025-06-19T17:10:22.723672557Z,193
2025-06-19T17:10:26.202732257Z,198
2025-06-19T17:10:29.684807486Z,191
2025-06-19T17:10:33.149119217Z,192
2025-06-19T17:10:36.625331913Z,190
2025-06-19T17:10:40.108988832Z,191
2025-06-19T17:10:47.042924152Z,188
2025-06-19T17:10:50.516655751Z,190
2025-06-19T17:10:57.4593806Z,188
2025-06-19T17:11:04.395363215Z,187
2025-06-19T17:11:07.87146767Z,188
2025-06-19T17:11:11.346314628Z,187
2025-06-19T17:11:18.283605789Z,185
2025-06-19T17:11:28.695560885Z,183
2025-06-19T17:11:32.218871783Z,184
2025-06-19T17:11:35.644001329Z,185
2025-06-19T17:11:42.602880912Z,182
2025-06-19T17:11:46.051262217Z,183
2025-06-19T17:11:52.990228041Z,181
2025-06-19T17:11:56.472449024Z,183
2025-06-19T17:11:59.958974119Z,184
2025-06-19T17:12:03.424445277Z,183
2025-06-19T17:12:06.902709136Z,179
2025-06-19T17:12:10.377668749Z,178
2025-06-19T17:12:13.85417478Z,179
2025-06-19T17:12:17.330214934Z,175
2025-06-19T17:12:20.80867769Z,177
2025-06-19T17:12:24.284904388Z,178
2025-06-19T17:12:31.226982225Z,176
2025-06-19T17:12:34.702229506Z,177
2025-06-19T17:12:38.178396588Z,178
2025-06-19T17:12:41.657216689Z,177
2025-06-19T17:12:45.130798443Z,176
2025-06-19T17:12:48.606316523Z,177
2025-06-19T17:12:55.546466491Z,175
2025-06-19T17:12:59.027959071Z,176
2025-06-19T17:13:05.963567135Z,177
2025-06-19T17:13:09.440140929Z,175
2025-06-19T17:13:16.377371442Z,174
2025-06-19T17:13:19.850136216Z,176
2025-06-19T17:13:23.334126702Z,175
2025-06-19T17:13:33.736527749Z,174
2025-06-19T17:13:37.210354724Z,175
2025-06-19T17:13:40.688951171Z,176
2025-06-19T17:13:44.164266368Z,175
2025-06-19T17:13:47.640933021Z,174
2025-06-19T17:13:51.19480496Z,180
2025-06-19T17:13:54.747188667Z,182
2025-06-19T17:13:58.225381153Z,177
2025-06-19T17:14:01.553610113Z,174
2025-06-19T17:14:05.031589086Z,176
2025-06-19T17:14:15.4280345Z,174
2025-06-19T17:14:22.358594936Z,177
2025-06-19T17:14:25.833282263Z,175
2025-06-19T17:14:29.314607183Z,173
2025-06-19T17:14:32.797066348Z,175
2025-06-19T17:14:36.278715649Z,173
2025-06-19T17:14:39.756309301Z,174
2025-06-19T17:14:43.232834659Z,173
2025-06-19T17:14:46.711145612Z,175
2025-06-19T17:14:50.185349027Z,174
2025-06-19T17:14:53.664153778Z,173
2025-06-19T17:15:00.604295847Z,172
2025-06-19T17:15:04.092389192Z,173
2025-06-19T17:15:07.565606764Z,174
2025-06-19T17:15:11.041701307Z,173
2025-06-19T17:15:14.517766699Z,172
2025-06-19T17:15:17.997134231Z,175
2025-06-19T17:15:21.469850132Z,173
2025-06-19T17:15:24.943225828Z,172
2025-06-19T17:15:31.884642939Z,171
2025-06-19T17:15:35.368622696Z,172
2025-06-19T17:15:38.842502504Z,175
2025-06-19T17:15:42.321713352Z,172
2025-06-19T17:15:49.260536147Z,171
2025-06-19T17:15:52.732423517Z,172
2025-06-19T17:15:56.208603362Z,173
2025-06-19T17:15:59.68618133Z,172
2025-06-19T17:16:03.164051582Z,173
2025-06-19T17:16:06.645714399Z,172
2025-06-19T17:16:13.581113274Z,171
